,Date,Headlines
1080,2021-11-25,Britney freed: Judge dissolves Spears’ conservatorship
1081,2021-11-25,"COP26: Time runs out, issues unresolved, no agreement yet"
1082,2021-11-25,France: Alleged rape at presidential palace investigated
1083,2021-11-25,CPC hails Xi as China’s ‘helmsman’; attacks US & western democracies
1084,2021-11-25,"Europe Covid wrap: Austria announces lockdown on unvaccinated population, nearly 50,000 cases in Germany; and more"
1085,2021-11-25,"Blast reported in mosque in Afghanistan, several wounded: Local residents"
1086,2021-11-25,Glasgow summit: hits and misses from COP26 climate meet
1087,2021-11-25,Israeli appeals court upholds ruling to return kidnapped boy to Italy
1088,2021-11-25,"Queen Elizabeth II to attend remembrance service, says Buckingham Palace"
1089,2021-11-25,Pakistan PM Imran Khan slammed for negotiating with Peshawar school attackers
1090,2021-11-25,Leaders in Paris call for protecting children online
1091,2021-11-25,Covid-19 hotspots offer sign of what could be ahead for US
1092,2021-11-25,US journalist Danny Fenster jailed for 11 years in Myanmar
1093,2021-11-25,World powers meet to push for elections in politically fragile Libya
1094,2021-11-25,Court temporarily delays release of Trump’s Jan 6 records
